,rating,title,path,platform,score,genre,gamers_choice,release_year,release_month,release_day,
15389,Great,Fight Night Champion,/games/fight-night-champion/xbox-360-81338,Xbox 360,8,Sports,Y,2011,2,25,
15390,Good,Pictureka!,/games/pictureka/iphone-96297,iPhone,7,Puzzle,N,2010,12,30,
15391,Amazing,Drawn: The Painted Tower HD,/games/drawn-the-painted-tower/ipad-96253,iPad,9,Puzzle,Y,2010,12,29,
15392,Mediocre,Tron Legacy -- The Movie,/games/tron-legacy-the-movie/iphone-95497,iPhone,5.5,Action,N,2010,12,28,
15393,Okay,Altered Beast,/games/altered-beast/iphone-86095,iPhone,6,Action,N,2010,12,28,
15394,Mediocre,Avenging Spirit,/games/avenging-spirit/iphone-926234,iPhone,5,Action,N,2010,12,14,
15395,Okay,Alien Breed 3: Descent,/games/alien-breed-3-descent/xbox-360-89047,Xbox 360,6.5,Shooter,N,2010,12,14,
15396,Great,Flight Control HD,/games/flight-control/pc-93119,PC,8,Simulation,N,2010,12,14,
15397,Good,Mystery Case Files: 13th Skull,/games/mystery-case-files-13th-skull/pc-95145,PC,7,"Puzzle, Adventure",N,2010,12,13,
15398,Great,Bomberman Live: Battlefest,/games/bomberman-live-battlefest/xbox-360-30511,Xbox 360,8,Action,N,2010,12,13,
15399,Great,Marvel Pinball,/games/marvel-pinball/ps3-91256,PlayStation 3,8,Pinball,N,2010,12,13,
15400,Great,Marvel Pinball,/games/marvel-pinball/xbox-360-91260,Xbox 360,8,Pinball,N,2010,12,13,
15401,Great,Puzzle Quest 2,/games/puzzle-quest-2/iphone-74961,iPhone,8,"Puzzle, Adventure",N,2010,12,13,
15402,Good,Pix'n Love Rush DX,/games/pixn-love-rush/ipad-96237,iPad,7.5,Action,N,2010,12,28,
15403,Great,Dead Rising 2: Case West,/games/dead-rising-2-case-west/xbox-360-86438,Xbox 360,8.5,"Action, Adventure",Y,2010,12,28,
15404,Great,Back to the Future: The Game -- Episode 1: It's About Time,/games/back-to-the-future-the-game-episode-1/pc-96840,PC,8.5,Adventure,Y,2010,12,23,
15405,Good,Asphalt 6: Adrenaline,/games/asphalt-6-adrenaline/iphone-93510,iPhone,7.5,Racing,N,2010,12,23,
15406,Mediocre,Battlefield: Bad Company 2,/games/battlefield-bad-company-2/iphone-88767,iPhone,5,Shooter,N,2010,12,22,
15407,Okay,Fallout: New Vegas -- Dead Money,/games/fallout-new-vegas-dead-money/xbox-360-92802,Xbox 360,6.5,RPG,N,2010,12,22,
15408,Amazing,World of Warcraft: Cataclysm,/games/world-of-warcraft-cataclysm/pc-24939,PC,9,RPG,Y,2010,12,22,
15409,Good,Dance Dance Revolution,/games/dance-dance-revolution-78551/wii-77894,Wii,7,Music,N,2010,12,22,
15410,Great,A World of Keflings,/games/a-world-of-keflings/xbox-360-56462,Xbox 360,8,Simulation,N,2010,12,22,
15411,Great,EA Sports Active 2,/games/ea-sports-active-2/wii-61072,Wii,8,Sports,N,2010,12,10,
15412,Okay,Intellivision Lives!,/games/intellivision-lives/nds-755097,Nintendo DS,6,"Action, Compilation",N,2010,12,10,
15413,Good,Secret of Mana,/games/secret-of-mana/iphone-77958,iPhone,7.5,"Action, RPG",N,2010,12,22,
15414,Good,Quake Arena Arcade,/games/quake-arena-arcade/xbox-360-954868,Xbox 360,7,Shooter,N,2010,12,21,
15415,Amazing,A Space Shooter for Two Bucks!,/games/a-space-shooter-for-free-147918/psp-94885,PlayStation Portable,9,Shooter,Y,2010,12,21,
15416,Great,Mario Party 2,/games/mario-party-2/wii-95728,Wii,8,Party,N,2010,12,20,
15417,Okay,Magical Drop II,/games/magical-drop-ii/wii-93815,Wii,6.5,Puzzle,N,2010,12,20,
15418,Amazing,Real Racing 2,/games/real-racing-2/iphone-92315,iPhone,9,Racing,Y,2010,12,20,
15419,Great,Radiant Historia,/games/radiant-historia/nds-82067,Nintendo DS,8.5,RPG,Y,2011,2,17,
15420,Good,Cardboard Castle,/games/cardboard-castle/iphone-97431,iPhone,7.5,Puzzle,N,2011,2,17,
15421,Mediocre,Test Drive Unlimited 2,/games/test-drive-unlimited-2/pc-18322,PC,5.5,Racing,N,2011,2,16,
15422,Great,Hard Corps: Uprising,/games/hard-corps-uprising/xbox-360-76570,Xbox 360,8.5,Shooter,Y,2011,2,16,
15423,Mediocre,Test Drive Unlimited 2,/games/test-drive-unlimited-2/xbox-360-18327,Xbox 360,5.5,Racing,N,2011,2,16,
15424,Great,Back to the Future: The Game -- Episode 1: It's About Time,/games/back-to-the-future-the-game-episode-1/ps3-96842,PlayStation 3,8,Adventure,Y,2011,2,16,
15425,Great,You Don't Know Jack,/games/you-dont-know-jack/ps3-14260766,PlayStation 3,8.5,Trivia,Y,2011,2,8,
15426,Great,Stacking,/games/stacking/ps3-93386,PlayStation 3,8.5,Puzzle,Y,2011,2,8,
15427,Great,Sacred Odyssey: Rise of Ayden,/games/sacred-odyssey-rise-of-ayden-139021/iphone-97880,iPhone,8,Adventure,N,2011,2,8,
15428,Great,Who's That Flying!?,/games/whos-that-flying/pc-98950,PC,8,Shooter,N,2011,2,7,
15429,Good,A.R.E.S.: Extinction Agenda,/games/ares-extinction-agenda/pc-83490,PC,7.5,Platformer,N,2011,2,25,
15430,Great,"Warhammer 40,000: Dawn of War II -- Retribution",/games/warhammer-40k-dawn-of-war-2-retribution/pc-83766,PC,8.5,Strategy,Y,2011,2,25,
15431,Great,Faxanadu,/games/faxanadu/wii-101307,Wii,8.5,"Action, RPG",Y,2011,2,25,
15432,Great,Fight Night Champion,/games/fight-night-champion/ps3-81346,PlayStation 3,8,Sports,Y,2011,2,25,
15433,Okay,Eat Them!,/games/eat-them/ps3-77926,PlayStation 3,6.5,Action,N,2010,12,20,
15434,Good,Echochrome II,/games/echochrome-ii/ps3-14274027,PlayStation 3,7,Puzzle,N,2010,12,20,
15435,Bad,Ultimate Mortal Kombat 3,/games/ultimate-mortal-kombat-3/iphone-95545,iPhone,4.5,Fighting,N,2010,12,18,
15436,Mediocre,Lara Croft and the Guardian of Light HD,/games/lara-croft-and-the-guardian-of-light/ipad-95439,iPad,5.5,"Action, Adventure",N,2010,12,17,
15437,Good,Dance Dance Revolution,/games/dance-dance-revolution/ps3-14355659,PlayStation 3,7,Music,N,2010,12,17,
15438,Okay,Mafia II: Joe's Adventures,/games/mafia-ii-joes-adventures/ps3-86664,PlayStation 3,6,Action,N,2010,12,17,
15439,Good,Ghosts 'N Goblins (Arcade),/games/capcom-generation-2/wii-88876,Wii,7,Action,N,2011,1,14,
15440,Okay,MicroBot,/games/microbot/ps3-89707,PlayStation 3,6.5,Shooter,N,2011,1,14,
15441,Amazing,Papa Sangre,/games/papa-sangre-138564/iphone-45917,iPhone,9,Adventure,Y,2011,1,14,
15442,Good,Floe: A Little Bear Needs Your Help,/games/floe-a-little-bear-needs-your-help/iphone-97540,iPhone,7.5,Platformer,N,2011,1,13,
15443,Awful,JellyCar 2,/games/jellycar-2-77335/wii-77333,Wii,3.5,"Racing, Action",N,2011,1,13,
15444,Okay,Venetica,/games/venetica/ps3-77925,PlayStation 3,6,Action,N,2011,1,13,
15445,Mediocre,Test Drive Unlimited 2,/games/test-drive-unlimited-2/ps3-18326,PlayStation 3,5.5,Racing,N,2011,2,16,
15446,Great,NBA Jam,/games/nba-jam/iphone-100649,iPhone,8.5,"Sports, Action",Y,2011,2,15,
15447,Okay,Ms. Pac-Man,/games/ms-pac-man/ipad-100648,iPad,6,Action,N,2011,2,15,
15448,Okay,New Bust-A-Move,/games/new-bust-a-move/iphone-100667,iPhone,6.5,Puzzle,N,2011,2,15,
15449,Great,Infinity Field HD,/games/infinity-field/ipad-100629,iPad,8,Shooter,N,2011,2,15,
15450,Great,Marvel Vs. Capcom 3: Fate of Two Worlds,/games/marvel-vs-capcom-3-fate-of-two-worlds/xbox-360-70921,Xbox 360,8.5,Fighting,Y,2011,2,14,
15451,Great,Marvel Vs. Capcom 3: Fate of Two Worlds,/games/marvel-vs-capcom-3-fate-of-two-worlds/ps3-70922,PlayStation 3,8.5,Fighting,Y,2011,2,14,
15452,Great,Tactics Ogre: Let Us Cling Together,/games/tactics-ogre/psp-81469,PlayStation Portable,8.5,Strategy,Y,2011,2,7,
15453,Okay,Bionic Commando Rearmed 2,/games/bionic-commando-rearmed-2/xbox-360-70875,Xbox 360,6,Platformer,N,2011,2,7,
15454,Okay,Mario Sports Mix,/games/mario-sports-mix/wii-77721,Wii,6.5,Sports,N,2011,2,7,
15455,Okay,Breach,/games/breach/pc-66305,PC,6,Action,N,2011,2,7,
15456,Mediocre,Pac-Man: Championship Edition,/games/pac-man-championship-edition/psp-27595,PlayStation Portable,5.5,Action,N,2011,2,4,
15457,Good,Black Tiger,/games/black-tiger/wii-88878,Wii,7.5,"Action, Adventure",N,2011,2,4,
15458,Great,Explodemon!,/games/explodemon/ps3-14336698,PlayStation 3,8,Platformer,N,2011,2,4,
15459,Okay,Two Worlds II,/games/two-worlds-ii/pc-14221215,PC,6,RPG,N,2011,2,3,
15460,Great,Killzone 3,/games/killzone-3/ps3-14324403,PlayStation 3,8.5,Shooter,Y,2011,2,3,
15461,Okay,Fallout: New Vegas -- Dead Money,/games/fallout-new-vegas-dead-money/ps3-101376,PlayStation 3,6.5,RPG,N,2011,2,25,
15462,Mediocre,Trinity: Souls of Zill O'll,/games/trinity-souls-of-zill-oll/ps3-14353130,PlayStation 3,5,RPG,N,2011,2,24,
15463,Awful,Knights Contract,/games/knights-contract/ps3-74899,PlayStation 3,3.5,Action,N,2011,2,24,
15464,Okay,Hyperdimension Neptunia,/games/hyperdimension-neptunia/ps3-90809,PlayStation 3,6,RPG,N,2011,2,24,
15465,Awful,Knights Contract,/games/knights-contract/xbox-360-74896,Xbox 360,3.5,Action,N,2011,2,24,
15466,Great,Tiny Wings,/games/tiny-wings-137264/iphone-101584,iPhone,8,Platformer,Y,2011,2,24,
15467,Okay,Ys I & II Chronicles,/games/ys-i-ii-chronicles/psp-14327810,PlayStation Portable,6.5,RPG,N,2011,2,23,
15468,Great,Bulletstorm,/games/bulletstorm/ps3-14274039,PlayStation 3,8,Action,Y,2011,2,23,
15469,Good,Bejeweled Blitz Live,/games/bejeweled-3-retail-edition/xbox-360-96887,Xbox 360,7,Puzzle,N,2011,2,23,
15470,Okay,Venetica,/games/venetica/xbox-360-958895,Xbox 360,6,Action,N,2011,1,13,
15471,Good,Clumsy Bob,/games/clumsy-bob/iphone-94859,iPhone,7.5,Platformer,N,2011,1,12,
15472,Good,Burn the Rope,/games/burn-the-rope/iphone-97366,iPhone,7.5,Puzzle,N,2011,1,12,
15473,Okay,SonSon (Arcade),/games/sonson/wii-85318,Wii,6,Shooter,N,2011,1,11,
15474,Mediocre,Darius Twin,/games/darius-twin/wii-95142,Wii,5.5,Action,N,2011,1,11,
15475,Great,Ghost Trick: Phantom Detective,/games/ghost-trick-phantom-detective/nds-30264,Nintendo DS,8.5,Adventure,Y,2011,1,11,
15476,Great,Kingdom Hearts: Re:coded,/games/kingdom-hearts-coded/nds-14354710,Nintendo DS,8,"Action, RPG",N,2011,1,10,
15477,Good,Ramps,/games/ramps/iphone-99595,iPhone,7,Puzzle,N,2011,2,14,
15478,Mediocre,Battleheart,/games/battleheart/iphone-100410,iPhone,5.5,RPG,N,2011,2,14,
15479,Great,Luxor HD,/games/luxor/ipad-100583,iPad,8,Puzzle,N,2011,2,14,
15480,Okay,You Don't Know Jack,/games/you-dont-know-jack/pc-100236,PC,6,Trivia,N,2011,2,11,
15481,Great,Tales from Space: About a Blob,/games/tales-from-space-about-a-blob/ps3-77376,PlayStation 3,8,Platformer,N,2011,2,10,
15482,Great,Cover Orange,/games/cover-orange/iphone-99877,iPhone,8.5,Puzzle,Y,2011,2,10,
15483,Great,Stacking,/games/stacking/xbox-360-93387,Xbox 360,8.5,Puzzle,Y,2011,2,9,
15484,Mediocre,Crasher,/games/crasher/pc-93174,PC,5.5,"Action, RPG",N,2011,2,9,
15485,Great,You Don't Know Jack,/games/you-dont-know-jack/xbox-360-90762,Xbox 360,8.5,Trivia,Y,2011,2,8,
15486,Good,Devil May Cry 4 Refrain,/games/devil-may-cry-4-refrain/iphone-97174,iPhone,7,Action,N,2011,2,3,
15487,Okay,Two Worlds II,/games/two-worlds-ii/xbox-360-14221217,Xbox 360,6,RPG,N,2011,2,3,
15488,Okay,Bionic Commando Rearmed 2,/games/bionic-commando-rearmed-2/ps3-70871,PlayStation 3,6,Platformer,N,2011,2,3,
15489,Mediocre,Hysteria Project 2,/games/hysteria-project-2/iphone-94149,iPhone,5,Adventure,N,2011,2,1,
15490,Mediocre,1942 (Arcade),/games/1942/wii-88879,Wii,5.5,Shooter,N,2011,1,31,
15491,Bad,Survivor,/games/survivor/dsi-42375,Nintendo DSi,4.5,Adventure,N,2011,1,28,
15492,Good,Magicka,/games/magicka/pc-37317,PC,7,"Action, RPG",N,2011,1,28,
15493,Okay,Venetica,/games/venetica/pc-958893,PC,6,"Action, RPG",N,2011,1,28,
15494,Good,DC Universe Online,/games/dc-universe-online/pc-754948,PC,7,RPG,N,2011,1,28,
15495,Good,de Blob 2,/games/de-blob-2/nds-75894,Nintendo DS,7.5,Platformer,N,2011,2,22,
15496,Great,Bulletstorm,/games/bulletstorm/xbox-360-14274041,Xbox 360,8,Action,Y,2011,2,22,
15497,Okay,Ridge Racer Accelerated HD,/games/ridge-racer-accelerated/ipad-101395,iPad,6.5,Racing,N,2011,2,22,
15498,Great,Bulletstorm,/games/bulletstorm/pc-14274040,PC,8,Action,Y,2011,2,22,
15499,Good,StarFront: Collision,/games/starfront-collision/iphone-14351346,iPhone,7.5,Strategy,N,2011,2,18,
15500,Great,de Blob 2,/games/de-blob-2/xbox-360-77577,Xbox 360,8,Platformer,Y,2011,2,18,
15501,Good,Dragon Quest VI: Realms of Revelation,/games/dragon-quest-vi-realms-of-revelation/nds-953464,Nintendo DS,7,RPG,N,2011,2,18,
15502,Mediocre,Hot Shots Shorties -- Bundle Pack,/games/hot-shots-shorties-bundle-pack/psp-18288,PlayStation Portable,5.5,Party,N,2011,1,10,
15503,Good,Angry Birds,/games/angry-birds/psp-82423,PlayStation Portable,7.5,"Puzzle, Action",N,2011,1,10,
15504,Mediocre,Ghost Mania,/games/ghost-mania/wii-87658,Wii,5.5,"Puzzle, Adventure",N,2011,1,10,
15505,Okay,MicroBot,/games/microbot/xbox-360-89710,Xbox 360,6.5,Shooter,N,2011,1,7,
15506,Good,NightSky,/games/nightsky/pc-96938,PC,7.5,Puzzle,N,2011,1,6,
15507,Great,Tetris (EA),/games/tetris-24810/ps3-60336,PlayStation 3,8.5,Puzzle,Y,2011,1,5,
15508,Mediocre,Ricochet HD,/games/ricochet-809253/ps3-96471,PlayStation 3,5.5,Action,N,2011,1,5,
15509,Great,Ilomilo,/games/ilomilo/xbox-360-72255,Xbox 360,8,Puzzle,N,2011,1,5,
15510,Good,Lost in Shadow,/games/lost-in-shadow-2011/wii-23671,Wii,7.5,Platformer,N,2011,1,4,
15511,Okay,Two Worlds II,/games/two-worlds-ii/ps3-2789,PlayStation 3,6,RPG,N,2011,2,8,
15512,Amazing,Plants vs. Zombies,/games/plants-vs-zombies/ps3-99031,PlayStation 3,9,Strategy,Y,2011,2,8,
15513,Good,S.C.A.T.: Special Cybernetic Attack Team,/games/scat-special-cybernetic-attack-team/wii-99865,Wii,7.5,Shooter,N,2011,2,8,
15514,Good,Zeit 2,/games/zeit-2/pc-87930,PC,7,Shooter,N,2011,1,28,
15515,Good,DC Universe Online,/games/dc-universe-online/ps3-755358,PlayStation 3,7,RPG,N,2011,1,28,
15516,Mediocre,Survivor,/games/survivor/wii-42372,Wii,5.5,Adventure,N,2011,1,28,
15517,Great,de Blob 2,/games/de-blob-2/wii-60495,Wii,8,Platformer,Y,2011,2,18,
15518,Great,de Blob 2,/games/de-blob-2/ps3-77576,PlayStation 3,8,Platformer,Y,2011,2,18,
15519,Good,Back to the Future: The Game,/games/back-to-the-future-the-game/ipad-78176,iPad,7.5,Adventure,N,2011,2,18,
15520,Mediocre,Body and Brain Connection,/games/body-and-brain-connection/xbox-360-85940,Xbox 360,5,Educational,N,2011,2,18,
15521,Okay,Volcano Escape,/games/volcano-escape/iphone-98620,iPhone,6.5,Platformer,N,2011,2,17,
15522,Great,Auditorium,/games/auditorium/ps3-42535,PlayStation 3,8.5,Music,Y,2011,1,4,
15523,Amazing,LittleBigPlanet 2,/games/littlebigplanet-2/ps3-19675,PlayStation 3,9,Platformer,Y,2011,1,4,
15524,Great,MovieCat,/games/moviecat/iphone-96469,iPhone,8,Trivia,N,2011,1,3,
15525,Good,Homefront,/games/homefront/xbox-360-14335476,Xbox 360,7,Shooter,N,2011,3,15,
15526,Mediocre,Battle: Los Angeles,/games/battle-los-angeles/pc-102209,PC,5.5,Shooter,N,2011,3,15,
15527,Good,Fallout: New Vegas -- Dead Money,/games/fallout-new-vegas-dead-money/pc-103285,PC,7,RPG,N,2011,3,15,
15528,Good,Homefront,/games/homefront/pc-14353143,PC,7,Shooter,N,2011,3,15,
15529,Good,Risk: Factions,/games/risk-factions/pc-103281,PC,7.5,Strategy,N,2011,3,15,
15530,Good,Major League Baseball 2K11,/games/major-league-baseball-2k11/ps3-93320,PlayStation 3,7,Sports,N,2011,3,15,
15531,Good,2Bit,/games/2bit/iphone-103247,iPhone,7.5,Puzzle,N,2011,3,15,
15532,Mediocre,Battle: Los Angeles,/games/battle-los-angeles/xbox-360-102213,Xbox 360,5.5,Shooter,N,2011,3,15,
15533,Good,Major League Baseball 2K11,/games/major-league-baseball-2k11/xbox-360-93324,Xbox 360,7,Sports,N,2011,3,15,
15534,Good,Homefront,/games/homefront/ps3-14353142,PlayStation 3,7,Shooter,N,2011,3,15,
15535,Great,Okamiden,/games/okamiden/nds-29596,Nintendo DS,8.5,Adventure,Y,2011,3,14,
15536,Good,LEGO Star Wars III: The Clone Wars,/games/lego-star-wars-iii-the-clone-wars/xbox-360-60891,Xbox 360,7.5,"Action, Adventure",N,2011,3,22,
15537,Great,Super Street Fighter IV 3D Edition,/games/super-street-fighter-iv/3ds-77762,Nintendo 3DS,8.5,Fighting,Y,2011,3,22,
15538,Great,Ridge Racer 3D,/games/ridge-racer-3d/3ds-77735,Nintendo 3DS,8,Racing,N,2011,3,22,
15539,Amazing,Crysis 2,/games/crysis-2/pc-14354294,PC,9,Shooter,Y,2011,3,22,
15540,Great,War Pinball,/games/war-pinball/iphone-104606,iPhone,8,Pinball,N,2011,3,29,
15541,Great,Shift 2 Unleashed,/games/shift-2-unleashed/pc-82478,PC,8.5,Racing,Y,2011,3,29,
15542,Good,WWE All Stars,/games/wwe-all-stars/xbox-360-73327,Xbox 360,7,Wrestling,N,2011,3,29,
15543,Good,WWE All Stars,/games/wwe-all-stars/wii-77295,Wii,7,Wrestling,N,2011,3,29,
15544,Mediocre,YooStar 2,/games/yoostar-2/xbox-360-73982,Xbox 360,5,Music,N,2011,3,29,
15545,Good,Mass Effect 2: Arrival,/games/mass-effect-2-arrival/xbox-360-103236,Xbox 360,7,RPG,N,2011,3,29,
15546,Good,Super Monkey Ball 3D,/games/super-monkey-ball-3d/3ds-77816,Nintendo 3DS,7.5,Action,N,2011,3,25,
15547,Okay,Warriors: Legends of Troy,/games/warriors-legends-of-troy/ps3-14354217,PlayStation 3,6,Adventure,N,2011,3,24,
15548,Great,Swarm,/games/swarm/xbox-360-85764,Xbox 360,8.5,Action,Y,2011,3,24,
15549,Mediocre,Madden NFL Football,/games/madden-nfl-football/3ds-77744,Nintendo 3DS,5,Sports,N,2011,3,24,
15550,Great,Bird Zapper!,/games/bird-zapper/iphone-99589,iPhone,8,"Puzzle, Action",N,2011,3,24,
15551,Amazing,Dissidia 012 Final Fantasy,/games/dissidia-012-final-fantasy/psp-65792,PlayStation Portable,9,"Action, RPG",Y,2011,3,14,
15552,Great,Land-a Panda,/games/land-a-panda/iphone-103171,iPhone,8,,N,2011,3,14,
15553,Amazing,Real Racing 2 HD,/games/real-racing-2/ipad-103068,iPad,9,Racing,Y,2011,3,14,
15554,Okay,Yakuza 4,/games/yakuza-4/ps3-14347894,PlayStation 3,6.5,Action,N,2011,3,11,
15555,Amazing,Inside a Star-Filled Sky,/games/inside-a-star-filled-sky/pc-880734,PC,9,Puzzle,Y,2011,3,11,
15556,Great,Breakeroids,/games/breakeroids/iphone-102994,iPhone,8,Action,N,2011,3,11,
15557,Okay,Speedball 2 Evolution,/games/speedball-2-evolution/iphone-89285,iPhone,6.5,"Sports, Action",N,2011,3,10,
15558,Mediocre,Double Dragon,/games/double-dragon/iphone-100204,iPhone,5.5,Action,N,2011,3,10,
15559,Amazing,Crysis 2,/games/crysis-2/ps3-845451,PlayStation 3,9,Shooter,Y,2011,3,22,
15560,Good,LEGO Star Wars III: The Clone Wars,/games/lego-star-wars-iii-the-clone-wars/ps3-60893,PlayStation 3,7.5,"Action, Adventure",N,2011,3,22,
15561,Great,Angry Birds Rio,/games/angry-birds-rio/android-99074,Android,8.5,"Puzzle, Action",N,2011,3,22,
15562,Good,Hoard,/games/hoard/psp-76807,PlayStation Portable,7,Action,N,2011,3,22,
15563,Mediocre,PlayStation Move Heroes,/games/playstation-move-heroes/ps3-77829,PlayStation 3,5,Action,N,2011,3,22,
15564,Good,PilotWings Resort,/games/pilotwings-resort/3ds-77812,Nintendo 3DS,7,Flight,N,2011,3,21,
15565,Good,Atom Zombie Smasher,/games/atom-zombie-smasher/pc-103749,PC,7.5,Action,N,2011,3,21,
15566,Good,Bit.Trip Runner,/games/bittrip-runner/pc-103261,PC,7,Platformer,N,2011,3,21,
15567,Okay,Rainbow Six: Shadow Vanguard,/games/rainbow-six-shadow-vanguard/iphone-101744,iPhone,6.5,Shooter,N,2011,3,18,
15568,Great,Shift 2 Unleashed,/games/shift-2-unleashed/ps3-82474,PlayStation 3,8.5,Racing,Y,2011,3,29,
15569,Mediocre,YooStar 2,/games/yoostar-2/ps3-73985,PlayStation 3,5,Music,N,2011,3,29,
15570,Great,Tiger Woods PGA Tour 12: The Masters,/games/tiger-woods-pga-tour-12-the-masters/wii-96482,Wii,8,Sports,N,2011,3,29,
15571,Great,Shift 2 Unleashed,/games/shift-2-unleashed/xbox-360-82477,Xbox 360,8.5,Racing,Y,2011,3,29,
15572,Great,Tiger Woods PGA Tour 12: The Masters,/games/tiger-woods-pga-tour-12-the-masters/xbox-360-96486,Xbox 360,8,Sports,N,2011,3,29,
15573,Great,Tiger Woods PGA Tour 12: The Masters,/games/tiger-woods-pga-tour-12-the-masters/ps3-96485,PlayStation 3,8,Sports,N,2011,3,29,
15574,Good,WWE All Stars,/games/wwe-all-stars/ps3-77293,PlayStation 3,7,Wrestling,N,2011,3,29,
15575,Okay,LEGO Star Wars III: The Clone Wars,/games/lego-star-wars-iii-the-clone-wars/psp-60892,PlayStation Portable,6,"Action, Adventure",N,2011,3,28,
15576,Great,The Sims Medieval,/games/the-sims-medieval/pc-80675,PC,8.5,Simulation,Y,2011,3,24,
15577,Great,Swarm,/games/swarm/ps3-85763,PlayStation 3,8.5,Action,Y,2011,3,24,
15578,Good,Naruto Shippuden: Kizuna Drive,/games/naruto-shippuden-kizuna-drive/psp-65765,PlayStation Portable,7,,N,2011,3,24,
15579,Good,Nintendogs + Cats: French Bulldog & New Friends,/games/nintendogs-cats-french-bulldog-new-friends/3ds-97457,Nintendo 3DS,7,,N,2011,3,23,
15580,Good,Nintendogs + Cats: Toy Poodle & New Friends,/games/nintendogs-plus-cats-toy-poodle-and-new-friends/3ds-77734,Nintendo 3DS,7,,N,2011,3,23,
15581,Great,Pro Evolution Soccer 2011,/games/pro-evolution-soccer-2011/3ds-77782,Nintendo 3DS,8,Sports,N,2011,3,23,
15582,Bad,Ghostbusters: Sanctum of Slime,/games/ghostbusters-sanctum-of-slime/pc-94273,PC,4.5,Shooter,N,2011,3,23,
15583,Great,Kami Retro,/games/kami-retro/iphone-102943,iPhone,8,Puzzle,N,2011,3,10,
15584,Okay,Bomberman Hero,/games/bomberman-hero/wii-102514,Wii,6,Platformer,N,2011,3,9,
15585,Mediocre,Dreamcast Collection,/games/dreamcast-collection/xbox-360-92760,Xbox 360,5,"Action, Compilation",N,2011,3,9,
15586,Amazing,League of Evil,/games/league-of-evil/iphone-102685,iPhone,9,Platformer,Y,2011,3,8,
15587,Great,Dragon Age II,/games/dragon-age-ii/pc-61075,PC,8.5,RPG,Y,2011,3,8,
15588,Great,Dragon Age II,/games/dragon-age-ii/xbox-360-80342,Xbox 360,8.5,RPG,Y,2011,3,8,
15589,Great,Liqua Pop,/games/liqua-pop/iphone-103253,iPhone,8,,N,2011,3,18,
15590,Good,Steel Diver,/games/steel-diver/3ds-77817,Nintendo 3DS,7,Simulation,N,2011,3,18,
15591,Great,Rift,/games/rift/pc-14347517,PC,8.5,RPG,Y,2011,3,18,
15592,Great,Tapper World Tour,/games/tapper-world-tour/iphone-100749,iPhone,8.5,Action,Y,2011,3,17,
15593,Great,Assassin's Creed: Brotherhood,/games/assassins-creed-brotherhood/pc-57508,PC,8,Action,N,2011,3,17,
15594,Great,Full House Poker,/games/full-house-poker/xbox-360-96882,Xbox 360,8,Card,N,2011,3,17,
15595,Great,Top Spin 4,/games/top-spin-4/xbox-360-85823,Xbox 360,8.5,Sports,Y,2011,3,17,
15596,Great,Hard Corps: Uprising,/games/hard-corps-uprising/ps3-76571,PlayStation 3,8.5,Shooter,Y,2011,3,16,
15597,Okay,Get Outta My Galaxy,/games/get-outta-my-galaxy/iphone-103484,iPhone,6.5,Action,N,2011,3,28,
15598,Good,Tomb Raider Trilogy,/games/tomb-raider-trilogy/ps3-95864,PlayStation 3,7.5,"Adventure, Compilation",N,2011,3,28,
15599,Okay,LEGO Star Wars III: The Clone Wars,/games/lego-star-wars-iii-the-clone-wars/nds-60894,Nintendo DS,6,"Action, Adventure",N,2011,3,28,
15600,Okay,LEGO Star Wars III: The Clone Wars,/games/lego-star-wars-iii-the-clone-wars/3ds-98008,Nintendo 3DS,6,"Action, Adventure",N,2011,3,28,
15601,Mediocre,Combat of Giants: Dinosaurs 3D,/games/battle-of-giants-dinosaurs-strike/3ds-77788,Nintendo 3DS,5.5,Battle,N,2011,3,28,
15602,Mediocre,Rayman 3D,/games/rayman-2-revolution/3ds-98030,Nintendo 3DS,5.5,Platformer,N,2011,3,27,
15603,Good,Tom Clancy's Ghost Recon: Shadow Wars,/games/tom-clancys-ghost-recon-shadow-wars/3ds-77796,Nintendo 3DS,7,Action,N,2011,3,26,
15604,Amazing,Superbrothers: Sword & Sworcery EP,/games/superbrothers-sword-sworcery-ep-64965/ipad-64964,iPad,9.5,Adventure,Y,2011,3,23,
15605,Great,iStunt 2,/games/istunt-2-135695/iphone-103751,iPhone,8,Sports,N,2011,3,23,
15606,Mediocre,Battle: Los Angeles,/games/battle-los-angeles/ps3-102212,PlayStation 3,5.5,Shooter,N,2011,3,23,
15607,Good,LEGO Star Wars III: The Clone Wars,/games/lego-star-wars-iii-the-clone-wars/pc-61016,PC,7.5,"Action, Adventure",N,2011,3,23,
15608,Good,Nintendogs + Cats: Golden Retriever & New Friends,/games/nintendogs-plus-cats-golden-retriever-new-friends/3ds-100054,Nintendo 3DS,7,,N,2011,3,23,
15609,Bad,Ghostbusters: Sanctum of Slime,/games/ghostbusters-sanctum-of-slime/xbox-360-94278,Xbox 360,4.5,Shooter,N,2011,3,23,
15610,Bad,Ghostbusters: Sanctum of Slime,/games/ghostbusters-sanctum-of-slime/ps3-94277,PlayStation 3,4.5,Shooter,N,2011,3,23,
15611,Good,Cities in Motion,/games/cities-in-motion-146173/pc-88368,PC,7,Simulation,N,2011,3,22,
15612,Amazing,Crysis 2,/games/crysis-2/xbox-360-845452,Xbox 360,9,Shooter,Y,2011,3,22,
